,Aleph system number (001),Carrier type term (338 $a),Chronological subdivision - 1 (650 $y),Chronological subdivision - 2 (650 $y),Chronological subdivision - 3 (650 $y),Chronological subdivision - 4 (650 $y),Chronological subdivision - 5 (650 $y),Chronological subdivision - 6 (650 $y),Chronological subdivision - 7 (650 $y),Content type term (336 $a),Corporate name or jurisdiction name as entry element (710 $a),Country (008/15-17),Date of manufacture (264 $c),Date/Time of an Event (033 $a),Devised title (245 $a),Extent (300 $a),Form of item (008/23),Geographic subdivision - 1 (650 $z),Geographic subdivision - 2 (650 $z),Geographic subdivision - 3 (650 $z),Geographic subdivision - 4 (650 $z),Geographic subdivision - 5 (650 $z),Geographic subdivision - 6 (650 $z),Geographic subdivision - 7 (650 $z),Language (008/35-37),Link text (856 $y),Manufacturer (264 $b),Media type term (337 $a),Other title - 1 (246 $a),Other title - 10 (246 $a),Other title - 11 (246 $a),Other title - 12 (246 $a),Other title - 13 (246 $a),Other title - 2 (246 $a),Other title - 3 (246 $a),Other title - 4 (246 $a),Other title - 5 (246 $a),Other title - 6 (246 $a),Other title - 7 (246 $a),Other title - 8 (246 $a),Other title - 9 (246 $a),Place of manufacture (264 $a),Relator term (710 $e),Source (336 $2),Source (337 $2),Source (338 $2),Title statement of original (534 $t),Topical term or geographic name entry element - 1 (650 $a),Topical term or geographic name entry element - 2 (650 $a),Topical term or geographic name entry element - 3 (650 $a),Topical term or geographic name entry element - 4 (650 $a),Topical term or geographic name entry element - 5 (650 $a),Topical term or geographic name entry element - 6 (650 $a),Topical term or geographic name entry element - 7 (650 $a)
40,,online resource,1847.0,1847.0,1847.0,1847.0,,,,text,British Library Playbills Project,enk,[2018],1854,[Edinburgh theatres playbill for The Rival Artizans; Love Among the Alps; Love Among the Alps; The Rival Artizans; Miss Sharp],1 online resource,s,Edinburgh,Edinburgh,Edinburgh,Edinburgh,,,,eng,digitised sheet,[British Library],computer,The Rival Artizans,,,,,Love Among the Alps,Love Among the Alps,The Rival Artizans,Miss Sharp,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Rival Artizans; Love Among the Alps; Love Among the Alps; The Rival Artizans; Miss Sharp],Comic Ballet,Comic Ballet Dance,Sketch,Amusing Sketch,,,
41,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1880,"[Edinburgh theatres playbill for Mrs Stephens; Mr J. Gray, the Celebrated Negro Singer and Banjo Player]",1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,Mrs Stephens,,,,,"Mr J. Gray, the Celebrated Negro Singer and Banjo Player",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Mrs Stephens; Mr J. Gray, the Celebrated Negro Singer and Banjo Player]",,,,,,,
42,,online resource,1846.0,1846.0,1846.0,1846.0,1846.0,,,text,British Library Playbills Project,enk,[2018],1857,"[Edinburgh theatres playbill for The Happiest Day of My Life; Mother & Child Are Doing Well; Alessandro Massaroni, or the Brigand; Polka Peasant; Les Danseuses Viennoises; Polka Peasant; Flag Gallop]",1 online resource,s,Edinburgh,Edinburgh,Edinburgh,Edinburgh,Edinburgh,,,eng,digitised sheet,[British Library],computer,The Happiest Day of My Life,,,,,Mother & Child Are Doing Well,"Alessandro Massaroni, or the Brigand",Polka Peasant,Les Danseuses Viennoises,Polka Peasant,Flag Gallop,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Happiest Day of My Life; Mother & Child Are Doing Well; Alessandro Massaroni, or the Brigand; Polka Peasant; Les Danseuses Viennoises; Polka Peasant; Flag Gallop]",Comedietta,Interlude,Dance,Dance,Dance,,
43,,online resource,1846.0,1846.0,1846.0,,,,,text,British Library Playbills Project,enk,[2018],1882,[Edinburgh theatres playbill for The Warlock of the Glen; The Bride of Lammermoor; The Cleikum Inn; The Wonderful Performances of Professor Lees & His Pupil Master George Hanlon],1 online resource,s,Edinburgh,Edinburgh,Edinburgh,,,,,eng,digitised sheet,[British Library],computer,The Warlock of the Glen,,,,,The Bride of Lammermoor,The Cleikum Inn,The Wonderful Performances of Professor Lees & His Pupil Master George Hanlon,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Warlock of the Glen; The Bride of Lammermoor; The Cleikum Inn; The Wonderful Performances of Professor Lees & His Pupil Master George Hanlon],National Drama,Interlude,National Melo-Drama,,,,
44,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1871,"[Edinburgh theatres playbill for A Grand Pas De Deux; The Merchant of Venice; Oliver Twist, or the Adventures of a Work-House Boy]",1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,A Grand Pas De Deux,,,,,The Merchant of Venice,"Oliver Twist, or the Adventures of a Work-House Boy",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for A Grand Pas De Deux; The Merchant of Venice; Oliver Twist, or the Adventures of a Work-House Boy]",Comedy,Melodrama,,,,,
45,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1866,[Edinburgh theatres playbill for The Seasons; The Queen's Anthem],1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,The Seasons,,,,,The Queen's Anthem,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Seasons; The Queen's Anthem],,,,,,,
46,,online resource,1847.0,1847.0,,,,,,text,British Library Playbills Project,enk,[2018],1850,[Edinburgh theatres playbill for The Dumb Boy of the Factory; The Dumb Boy of the Factory],1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,The Dumb Boy of the Factory,,,,,The Dumb Boy of the Factory,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Dumb Boy of the Factory; The Dumb Boy of the Factory],Sketch,Sketch,,,,,
47,,online resource,1846.0,1846.0,1846.0,,,,,text,British Library Playbills Project,enk,[2018],1880,"[Edinburgh theatres playbill for Bertram, or the Castle of St Aldobrand; Black-Eyed Susan, or All in the Downs; State Secrets, or Unmentionable Matters in 1646]",1 online resource,s,Edinburgh,Edinburgh,Edinburgh,,,,,eng,digitised sheet,[British Library],computer,"Bertram, or the Castle of St Aldobrand",,,,,"Black-Eyed Susan, or All in the Downs","State Secrets, or Unmentionable Matters in 1646",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Bertram, or the Castle of St Aldobrand; Black-Eyed Susan, or All in the Downs; State Secrets, or Unmentionable Matters in 1646]",Nautical Drama,Laughable Interlude,Tragedy,,,,
48,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1880,[Edinburgh theatres playbill for Professor Hemmings and His Two Sons; His Wonderful Dog; See the Wonderful Newfoundland Dog],1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,Professor Hemmings and His Two Sons,,,,,His Wonderful Dog,See the Wonderful Newfoundland Dog,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Professor Hemmings and His Two Sons; His Wonderful Dog; See the Wonderful Newfoundland Dog],,,,,,,
49,,online resource,1846.0,1846.0,1846.0,1846.0,1846.0,,,text,British Library Playbills Project,enk,[2018],1855,[Edinburgh theatres playbill for l'Allemande; A Favourite Overture; La Gazza Ladra; Robert Macaire; Homage to Prince Albert; Forty-Eight Danseuses Viennoises; The Polka Peasant; The Illustrious Stranger; Flag Gallop],1 online resource,s,Edinburgh,Edinburgh,Edinburgh,Edinburgh,Edinburgh,,,eng,digitised sheet,[British Library],computer,l'Allemande,,,,,A Favourite Overture,La Gazza Ladra,Robert Macaire,Homage to Prince Albert,Forty-Eight Danseuses Viennoises,The Polka Peasant,The Illustrious Stranger,Flag Gallop,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for l'Allemande; A Favourite Overture; La Gazza Ladra; Robert Macaire; Homage to Prince Albert; Forty-Eight Danseuses Viennoises; The Polka Peasant; The Illustrious Stranger; Flag Gallop],Drama,Music,Dance,Dance,Laughable Farce,,
50,,online resource,1846.0,,,,,,,text,British Library Playbills Project,enk,[2018],1857,[Edinburgh theatres playbill for Feats of Gymnasium; The Rival Lovers; The Rival Lovers],1 online resource,s,Edinburgh,,,,,,,eng,digitised sheet,[British Library],computer,Feats of Gymnasium,,,,,The Rival Lovers,The Rival Lovers,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Feats of Gymnasium; The Rival Lovers; The Rival Lovers],Comic Ballet Dance,,,,,,
51,,online resource,1847.0,1847.0,,,,,,text,British Library Playbills Project,enk,[2018],1857,[Edinburgh theatres playbill for The Rival Artizans! Or the Cobbler and Tailor; Uncle Sam; The Dumb Boy],1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,The Rival Artizans! Or the Cobbler and Tailor,,,,,Uncle Sam,The Dumb Boy,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Rival Artizans! Or the Cobbler and Tailor; Uncle Sam; The Dumb Boy],Amusing Sketch,Comic Ballet Dance,,,,,
52,,online resource,1840.0,,,,,,,text,British Library Playbills Project,enk,[2018],1862,"[Edinburgh theatres playbill for Jack Robinson and His Monkey; The Troubadour; The Mameluke Warriors; The Courtship of Sam Slick, Esq. Of Slickville; Or, a Yankee in Search of a Wife]",1 online resource,s,Edinburgh,,,,,,,eng,digitised sheet,[British Library],computer,Jack Robinson and His Monkey,,,,,The Troubadour,The Mameluke Warriors,"The Courtship of Sam Slick, Esq. Of Slickville; Or, a Yankee in Search of a Wife",,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Jack Robinson and His Monkey; The Troubadour; The Mameluke Warriors; The Courtship of Sam Slick, Esq. Of Slickville; Or, a Yankee in Search of a Wife]",Scene of Action,,,,,,
53,,online resource,1846.0,1846.0,1846.0,1846.0,,,,text,British Library Playbills Project,enk,[2018],1865,[Edinburgh theatres playbill for The Happiest Day of My Life; The Broken Sword; The Illustrious Stranger; The Happiest Day of My Life],1 online resource,s,Edinburgh,Edinburgh,Edinburgh,Edinburgh,,,,eng,digitised sheet,[British Library],computer,The Happiest Day of My Life,,,,,The Broken Sword,The Illustrious Stranger,The Happiest Day of My Life,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Happiest Day of My Life; The Broken Sword; The Illustrious Stranger; The Happiest Day of My Life],Comedietta,Romantic Drama,Comedietta,Laughable Farce,,,
54,,online resource,1844.0,,,,,,,text,British Library Playbills Project,enk,[2018],1856,[Edinburgh theatres playbill for Grace Darling! And the Wreck of the Ill-Fated Forfarshire Steam Ship; Scene From Jack Sheppard; Doctor Syntax's Tour From England to China; Burning of Moscow],1 online resource,s,Edinburgh,,,,,,,eng,digitised sheet,[British Library],computer,Grace Darling! And the Wreck of the Ill-Fated Forfarshire Steam Ship,,,,,Scene From Jack Sheppard,Doctor Syntax's Tour From England to China,Burning of Moscow,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Grace Darling! And the Wreck of the Ill-Fated Forfarshire Steam Ship; Scene From Jack Sheppard; Doctor Syntax's Tour From England to China; Burning of Moscow],Animated Representation,,,,,,
55,,online resource,1822.0,1822.0,,,,,,text,British Library Playbills Project,enk,[2018],1830,"[Edinburgh theatres playbill for The Lovers; Or, Like Mistress Like Maid; Don Juan; Or, the Libertine Destroyed; Highland Wedding]",1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,"The Lovers; Or, Like Mistress Like Maid",,,,,"Don Juan; Or, the Libertine Destroyed",Highland Wedding,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Lovers; Or, Like Mistress Like Maid; Don Juan; Or, the Libertine Destroyed; Highland Wedding]",Laughable Burletta,Ballet Dance,,,,,
56,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1878,[Edinburgh theatres playbill for The Dumb Man of Manchester; Richelieu!! Or the Conspiracy],1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,The Dumb Man of Manchester,,,,,Richelieu!! Or the Conspiracy,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Dumb Man of Manchester; Richelieu!! Or the Conspiracy],Drama,Historical Drama,,,,,
57,,online resource,1846.0,1846.0,1846.0,,,,,text,British Library Playbills Project,enk,[2018],1862,"[Edinburgh theatres playbill for A Maiden's Fame, or a Legend of Lisbon; The Lancers; Alessandro Massaroni, or the Brigand; No; A Maiden's Fame, or a Legend of Lisbon]",1 online resource,s,Edinburgh,Edinburgh,Edinburgh,,,,,eng,digitised sheet,[British Library],computer,"A Maiden's Fame, or a Legend of Lisbon",,,,,The Lancers,"Alessandro Massaroni, or the Brigand",No,"A Maiden's Fame, or a Legend of Lisbon",,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for A Maiden's Fame, or a Legend of Lisbon; The Lancers; Alessandro Massaroni, or the Brigand; No; A Maiden's Fame, or a Legend of Lisbon]",Romantic Drama,Operetta,Interlude,,,,
58,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1859,[Edinburgh theatres playbill for The Ethiopian Serenaders],1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,The Ethiopian Serenaders,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Ethiopian Serenaders],,,,,,,
59,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1862,[Edinburgh theatres playbill for Love in the Mountains; Don Caesar De Bazan; Mother & Child Are Doing Well],1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,Love in the Mountains,,,,,Don Caesar De Bazan,Mother & Child Are Doing Well,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Love in the Mountains; Don Caesar De Bazan; Mother & Child Are Doing Well],Drama,Laughable Interlude,,,,,
60,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1881,[Edinburgh theatres playbill for Professor Hemmings and Two Sons; Wonderful Dog],1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,Professor Hemmings and Two Sons,,,,,Wonderful Dog,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Professor Hemmings and Two Sons; Wonderful Dog],,,,,,,
61,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1861,"[Edinburgh theatres playbill for The Minister of Finance; Zarah! Or the Wild Gipsy Girl; A Maiden's Fame, or a Legend of Lisbon]",1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,The Minister of Finance,,,,,Zarah! Or the Wild Gipsy Girl,"A Maiden's Fame, or a Legend of Lisbon",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Minister of Finance; Zarah! Or the Wild Gipsy Girl; A Maiden's Fame, or a Legend of Lisbon]",Drama,Romantic Drama,,,,,
62,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1878,[Edinburgh theatres playbill for The Rivals; The Happiest Day of My Life],1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,The Rivals,,,,,The Happiest Day of My Life,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Rivals; The Happiest Day of My Life],Comedy,Farce,,,,,
63,,online resource,1847.0,1847.0,,,,,,text,British Library Playbills Project,enk,[2018],1851,[Edinburgh theatres playbill for The Little Briton; La Statue Blanc],1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,The Little Briton,,,,,La Statue Blanc,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Little Briton; La Statue Blanc],Amusing Sketch,Comic Ballet d'Action,,,,,
64,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1881,"[Edinburgh theatres playbill for The Lady of Lyons; Love in the Mountains; Vol Au Vent, or the Adventures of a Night]",1 online resource,s,Edinburgh,Edinburgh,,,,,,eng,digitised sheet,[British Library],computer,The Lady of Lyons,,,,,Love in the Mountains,"Vol Au Vent, or the Adventures of a Night",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Lady of Lyons; Love in the Mountains; Vol Au Vent, or the Adventures of a Night]",Drama,Play,,,,,
65,,online resource,1846.0,1846.0,1846.0,,,,,text,British Library Playbills Project,enk,[2018],1884,[Edinburgh theatres playbill for The Minister of Finance; La Pas De Fleurs; The Lancers; Mother & Child Are Doing Well],1 online resource,s,Edinburgh,Edinburgh,Edinburgh,,,,,eng,digitised sheet,[British Library],computer,The Minister of Finance,,,,,La Pas De Fleurs,The Lancers,Mother & Child Are Doing Well,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Minister of Finance; La Pas De Fleurs; The Lancers; Mother & Child Are Doing Well],Drama,Interlude,Laughable Farce,,,,
66,,online resource,1846.0,1846.0,1846.0,,,,,text,British Library Playbills Project,enk,[2018],1869,"[Edinburgh theatres playbill for Did You Ever Send Your Wife to Portobello; Macbeth; The Golden Farmer, or the Last Crime]",1 online resource,s,Edinburgh,Edinburgh,Edinburgh,,,,,eng,digitised sheet,[British Library],computer,Did You Ever Send Your Wife to Portobello,,,,,Macbeth,"The Golden Farmer, or the Last Crime",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Did You Ever Send Your Wife to Portobello; Macbeth; The Golden Farmer, or the Last Crime]",Melodrama,Tragedy,Interlude,,,,
67,,online resource,1846.0,1846.0,1846.0,,,,,text,British Library Playbills Project,enk,[2018],1867,[Edinburgh theatres playbill for Love's Livery; La Statue Blanche; The Battle of Austerlitz],1 online resource,s,Edinburgh,Edinburgh,Edinburgh,,,,,eng,digitised sheet,[British Library],computer,Love's Livery,,,,,La Statue Blanche,The Battle of Austerlitz,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Love's Livery; La Statue Blanche; The Battle of Austerlitz],Military Spectacle,Farce,Comic Ballet Pantomime,,,,
68,,online resource,1828.0,,,,,,,text,British Library Playbills Project,enk,[2018],1852,[Miscellaneous Plymouth theatres playbill for The Slave],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,The Slave,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Slave],Opera,,,,,,
69,,online resource,1829.0,1829.0,1829.0,,,,,text,British Library Playbills Project,enk,[2018],1844,"[Miscellaneous Plymouth theatres playbill for A Day After the Fair; Black-Eyed Susan; Trick for Trick; Or, the Admiral's Daughter]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,A Day After the Fair,,,,,Black-Eyed Susan,"Trick for Trick; Or, the Admiral's Daughter",,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for A Day After the Fair; Black-Eyed Susan; Trick for Trick; Or, the Admiral's Daughter]",Nautical Drama,Farce,Interlude,,,,
70,,online resource,1826.0,1826.0,,,,,,text,British Library Playbills Project,enk,[2018],1865,[Miscellaneous Plymouth theatres playbill for Twas I; Devil's Bridge],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Twas I,,,,,Devil's Bridge,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Twas I; Devil's Bridge],Musical Farce,Opera,,,,,
71,,online resource,1833.0,,,,,,,text,British Library Playbills Project,enk,[2018],1876,[Miscellaneous Plymouth theatres playbill for Victorine; Masaniello],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Victorine,,,,,Masaniello,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Victorine; Masaniello],Drama,,,,,,
72,,online resource,1830.0,1830.0,,,,,,text,British Library Playbills Project,enk,[2018],1854,[Miscellaneous Plymouth theatres playbill for A Husband at Sight; Youthful Queen; A Day After the Fair],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,A Husband at Sight,,,,,Youthful Queen,A Day After the Fair,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for A Husband at Sight; Youthful Queen; A Day After the Fair],Farce,Interlude,,,,,
